"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"EVIETOTA","Total population at birth","EVIDUREV","Years","DNK","Denmark","2017","2017",81.1,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DNK","Denmark","2018","2018",81,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DNK","Denmark","2019","2019",81.5,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DNK","Denmark","2020","2020",81.6,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DNK","Denmark","2021","2021",81.5,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","FRA","France","2010","2010",81.9,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","FRA","France","2011","2011",82.3,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","FRA","France","2012","2012",82.1,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","FRA","France","2013","2013",82.4,"B","Break"
"EVIETOTA","Total population at birth","EVIDUREV","Years","FRA","France","2014","2014",82.9,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","FRA","France","2015","2015",82.4,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","FRA","France","2016","2016",82.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","FRA","France","2017","2017",82.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","FRA","France","2018","2018",82.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","FRA","France","2019","2019",83,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","FRA","France","2020","2020",82.3,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","FRA","France","2021","2021",82.4,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DEU","Germany","2010","2010",80.5,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DEU","Germany","2011","2011",80.6,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DEU","Germany","2012","2012",80.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DEU","Germany","2013","2013",80.6,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DEU","Germany","2014","2014",81.2,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DEU","Germany","2015","2015",80.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DEU","Germany","2016","2016",81,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DEU","Germany","2017","2017",81.1,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DEU","Germany","2018","2018",81,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DEU","Germany","2019","2019",81.3,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DEU","Germany","2020","2020",81.1,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DEU","Germany","2021","2021",80.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","2010","2010",81,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","2011","2011",81.3,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","2012","2012",81.2,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","2013","2013",81.4,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","2014","2014",81.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","2015","2015",81.6,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","2016","2016",81.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","2017","2017",81.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","2018","2018",81.9,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","2019","2019",82.2,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","2020","2020",81.4,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","2021","2021",81.4,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NOR","Norway","2010","2010",81.2,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NOR","Norway","2011","2011",81.4,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NOR","Norway","2012","2012",81.5,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NOR","Norway","2013","2013",81.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NOR","Norway","2014","2014",82.2,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NOR","Norway","2015","2015",82.4,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NOR","Norway","2016","2016",82.5,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NOR","Norway","2017","2017",82.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NOR","Norway","2018","2018",82.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NOR","Norway","2019","2019",83,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NOR","Norway","2020","2020",83.3,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NOR","Norway","2021","2021",83.2,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","SWE","Sweden","2010","2010",81.6,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","SWE","Sweden","2011","2011",81.9,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","SWE","Sweden","2012","2012",81.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","SWE","Sweden","2013","2013",82,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","SWE","Sweden","2014","2014",82.3,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","SWE","Sweden","2015","2015",82.2,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","SWE","Sweden","2016","2016",82.4,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","SWE","Sweden","2017","2017",82.5,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","SWE","Sweden","2018","2018",82.6,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","SWE","Sweden","2019","2019",83.2,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","SWE","Sweden","2020","2020",82.4,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","SWE","Sweden","2021","2021",83.1,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","CHE","Switzerland","2010","2010",82.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","CHE","Switzerland","2011","2011",82.8,"B","Break"
"EVIETOTA","Total population at birth","EVIDUREV","Years","CHE","Switzerland","2012","2012",82.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","CHE","Switzerland","2013","2013",82.9,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","CHE","Switzerland","2014","2014",83.3,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","CHE","Switzerland","2015","2015",83,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","CHE","Switzerland","2016","2016",83.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","CHE","Switzerland","2017","2017",83.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","CHE","Switzerland","2018","2018",83.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","CHE","Switzerland","2019","2019",84,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","CHE","Switzerland","2020","2020",83.1,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","CHE","Switzerland","2021","2021",83.9,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","GBR","United Kingdom","2010","2010",80.6,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","GBR","United Kingdom","2011","2011",81,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","GBR","United Kingdom","2012","2012",81,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","GBR","United Kingdom","2013","2013",81.1,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","GBR","United Kingdom","2014","2014",81.4,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","GBR","United Kingdom","2015","2015",81,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","GBR","United Kingdom","2016","2016",81.2,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","GBR","United Kingdom","2017","2017",81.3,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","GBR","United Kingdom","2018","2018",81.3,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","GBR","United Kingdom","2019","2019",81.3,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","GBR","United Kingdom","2020","2020",81,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","USA","United States","2010","2010",78.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","USA","United States","2011","2011",78.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","USA","United States","2012","2012",78.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","USA","United States","2013","2013",78.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","USA","United States","2014","2014",78.9,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","USA","United States","2015","2015",78.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","USA","United States","2016","2016",78.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","USA","United States","2017","2017",78.6,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","USA","United States","2018","2018",78.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","USA","United States","2019","2019",78.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","USA","United States","2020","2020",77,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","USA","United States","2021","2021",76.4,,
