"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"CICDEXTC","External causes of mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","CAN","Canada","2018","2018",46.6,,
"CICDEXTC","External causes of mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","CAN","Canada","2019","2019",47.7,,
"CICDEXTC","External causes of mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","DNK","Denmark","2010","2010",37.4,,
"CICDEXTC","External causes of mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","DNK","Denmark","2011","2011",38.9,,
"CICDEXTC","External causes of mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","DNK","Denmark","2012","2012",37.1,,
"CICDEXTC","External causes of mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","DNK","Denmark","2013","2013",36.1,,
"CICDEXTC","External causes of mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","DNK","Denmark","2014","2014",35.5,,
"CICDEXTC","External causes of mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","DNK","Denmark","2015","2015",33,,
"CICDEXTC","External causes of mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","DNK","Denmark","2016","2016",34.7,,
"CICDEXTC","External causes of mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","DNK","Denmark","2017","2017",34,,
"CICDEXTC","External causes of mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","DNK","Denmark","2018","2018",34.1,,
"CICDEXTC","External causes of mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","DNK","Denmark","2019","2019",36.2,,
"CICDEXTC","External causes of mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","FRA","France","2010","2010",55.6,,
"CICDEXTC","External causes of mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","FRA","France","2011","2011",53.9,,
"CICDEXTC","External causes of mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","FRA","France","2012","2012",52.2,,
"CICDEXTC","External causes of mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","FRA","France","2013","2013",50,,
"CICDEXTC","External causes of mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","FRA","France","2014","2014",48.1,,
"CICDEXTC","External causes of mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","FRA","France","2015","2015",51.6,,
"CICDEXTC","External causes of mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","FRA","France","2016","2016",49.8,,
"CICDEXTC","External causes of mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","FRA","France","2017","2017",50,,
"CICDEXTC","External causes of mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2010","2010",36.3,,
"CICDEXTC","External causes of mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2011","2011",35.4,,
"CICDEXTC","External causes of mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2012","2012",34.7,,
"CICDEXTC","External causes of mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2013","2013",36.2,,
"CICDEXTC","External causes of mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2014","2014",36.1,,
"CICDEXTC","External causes of mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2015","2015",37.2,,
"CICDEXTC","External causes of mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2016","2016",38.3,,
"CICDEXTC","External causes of mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2017","2017",39.1,,
"CICDEXTC","External causes of mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2018","2018",40.2,,
"CICDEXTC","External causes of mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2019","2019",39.7,,
"CICDEXTC","External causes of mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","NLD","Netherlands","2010","2010",35.8,,
"CICDEXTC","External causes of mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","NLD","Netherlands","2011","2011",35.9,,
"CICDEXTC","External causes of mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","NLD","Netherlands","2012","2012",38.2,,
"CICDEXTC","External causes of mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","NLD","Netherlands","2013","2013",38.3,,
"CICDEXTC","External causes of mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","NLD","Netherlands","2014","2014",39.8,,
"CICDEXTC","External causes of mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","NLD","Netherlands","2015","2015",41.6,,
"CICDEXTC","External causes of mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","NLD","Netherlands","2016","2016",43.5,,
"CICDEXTC","External causes of mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","NLD","Netherlands","2017","2017",44.1,,
"CICDEXTC","External causes of mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","NLD","Netherlands","2018","2018",45,,
"CICDEXTC","External causes of mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","NLD","Netherlands","2019","2019",43.1,,
"CICDEXTC","External causes of mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","NOR","Norway","2010","2010",51.4,,
"CICDEXTC","External causes of mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","NOR","Norway","2011","2011",51.9,,
"CICDEXTC","External causes of mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","NOR","Norway","2012","2012",47.8,,
"CICDEXTC","External causes of mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","NOR","Norway","2013","2013",50,,
"CICDEXTC","External causes of mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","NOR","Norway","2014","2014",49.7,,
"CICDEXTC","External causes of mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","NOR","Norway","2015","2015",46.4,,
"CICDEXTC","External causes of mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","NOR","Norway","2016","2016",48.6,,
"CICDEXTC","External causes of mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","SWE","Sweden","2010","2010",45.4,,
"CICDEXTC","External causes of mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","SWE","Sweden","2011","2011",44.4,,
"CICDEXTC","External causes of mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","SWE","Sweden","2012","2012",44.9,,
"CICDEXTC","External causes of mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","SWE","Sweden","2013","2013",45.8,,
"CICDEXTC","External causes of mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","SWE","Sweden","2014","2014",45.7,,
"CICDEXTC","External causes of mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","SWE","Sweden","2015","2015",48.3,,
"CICDEXTC","External causes of mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","SWE","Sweden","2016","2016",44.9,,
"CICDEXTC","External causes of mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","SWE","Sweden","2017","2017",45.5,,
"CICDEXTC","External causes of mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","SWE","Sweden","2018","2018",47.1,,
"CICDEXTC","External causes of mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","CHE","Switzerland","2010","2010",42.7,,
"CICDEXTC","External causes of mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","CHE","Switzerland","2011","2011",43.2,,
"CICDEXTC","External causes of mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","CHE","Switzerland","2012","2012",42.6,,
"CICDEXTC","External causes of mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","CHE","Switzerland","2013","2013",43.5,,
"CICDEXTC","External causes of mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","CHE","Switzerland","2014","2014",41.3,,
"CICDEXTC","External causes of mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","CHE","Switzerland","2015","2015",42,,
"CICDEXTC","External causes of mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","CHE","Switzerland","2016","2016",39.9,,
"CICDEXTC","External causes of mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","CHE","Switzerland","2017","2017",39.5,,
"CICDEXTC","External causes of mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","CHE","Switzerland","2018","2018",40.7,,
"CICDEXTC","External causes of mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","CHE","Switzerland","2019","2019",38.4,,
"CICDEXTC","External causes of mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","GBR","United Kingdom","2010","2010",32,,
"CICDEXTC","External causes of mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","GBR","United Kingdom","2011","2011",32.6,,
"CICDEXTC","External causes of mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","GBR","United Kingdom","2012","2012",31.9,,
"CICDEXTC","External causes of mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","GBR","United Kingdom","2013","2013",33.8,,
"CICDEXTC","External causes of mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","GBR","United Kingdom","2014","2014",34.7,,
"CICDEXTC","External causes of mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","GBR","United Kingdom","2015","2015",36,,
"CICDEXTC","External causes of mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","GBR","United Kingdom","2016","2016",36.3,,
"CICDEXTC","External causes of mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","GBR","United Kingdom","2017","2017",36.6,,
"CICDEXTC","External causes of mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","GBR","United Kingdom","2018","2018",40.4,,
"CICDEXTC","External causes of mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","GBR","United Kingdom","2019","2019",39,,
"CICDEXTC","External causes of mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","USA","United States","2010","2010",61.7,,
"CICDEXTC","External causes of mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","USA","United States","2011","2011",63.2,,
"CICDEXTC","External causes of mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","USA","United States","2012","2012",63.9,,
"CICDEXTC","External causes of mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","USA","United States","2013","2013",64.6,,
"CICDEXTC","External causes of mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","USA","United States","2014","2014",66.1,,
"CICDEXTC","External causes of mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","USA","United States","2015","2015",69.4,,
"CICDEXTC","External causes of mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","USA","United States","2016","2016",74.9,,
"CICDEXTC","External causes of mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","USA","United States","2017","2017",78.1,,
"CICDEXTC","External causes of mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","USA","United States","2018","2018",76.8,,
"CICDEXTC","External causes of mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","USA","United States","2019","2019",78,,
