"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","DEU","Germany","2013","2013",48.3,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","DEU","Germany","2014","2014",49,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","DEU","Germany","2015","2015",49.3,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","DEU","Germany","2016","2016",47.5,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","DEU","Germany","2017","2017",46.5,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","DEU","Germany","2018","2018",44.2,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","DEU","Germany","2019","2019",43.7,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","DEU","Germany","2020","2020",45.8,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","NLD","Netherlands","2010","2010",47.1,"B","Break"
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","NLD","Netherlands","2011","2011",45.5,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","NLD","Netherlands","2012","2012",45.4,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","NLD","Netherlands","2013","2013",44.5,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","NLD","Netherlands","2014","2014",43.8,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","NLD","Netherlands","2015","2015",45.5,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","NLD","Netherlands","2016","2016",44.6,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","NLD","Netherlands","2017","2017",45.7,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","NLD","Netherlands","2018","2018",37.6,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","NLD","Netherlands","2019","2019",47.4,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","NLD","Netherlands","2020","2020",47.3,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","NOR","Norway","2010","2010",46.4,"B","Break"
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","NOR","Norway","2011","2011",46.1,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","NOR","Norway","2012","2012",45.6,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","NOR","Norway","2013","2013",45.5,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","NOR","Norway","2014","2014",44.8,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","NOR","Norway","2015","2015",44.5,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","NOR","Norway","2016","2016",43.4,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","NOR","Norway","2017","2017",43,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","NOR","Norway","2018","2018",42.7,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","NOR","Norway","2019","2019",44.7,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","NOR","Norway","2020","2020",53.9,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","SWE","Sweden","2010","2010",50,"B","Break"
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","SWE","Sweden","2011","2011",52.3,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","SWE","Sweden","2012","2012",52.9,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","SWE","Sweden","2013","2013",54.3,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","SWE","Sweden","2014","2014",50.6,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","SWE","Sweden","2015","2015",48,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","SWE","Sweden","2016","2016",48.1,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","SWE","Sweden","2017","2017",48.1,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","SWE","Sweden","2018","2018",49.1,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","SWE","Sweden","2019","2019",46.5,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","SWE","Sweden","2020","2020",38,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CHE","Switzerland","2010","2010",58.6,"B","Break"
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CHE","Switzerland","2011","2011",58,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CHE","Switzerland","2012","2012",60.1,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CHE","Switzerland","2013","2013",60.2,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CHE","Switzerland","2014","2014",52,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CHE","Switzerland","2015","2015",48.3,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CHE","Switzerland","2016","2016",47.7,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CHE","Switzerland","2017","2017",49,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CHE","Switzerland","2018","2018",45.3,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CHE","Switzerland","2019","2019",46.1,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CHE","Switzerland","2020","2020",46.8,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","GBR","United Kingdom","2010","2010",39,"B","Break"
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","GBR","United Kingdom","2011","2011",40.7,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","GBR","United Kingdom","2012","2012",41.1,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","GBR","United Kingdom","2013","2013",44.7,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","GBR","United Kingdom","2014","2014",39,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","GBR","United Kingdom","2015","2015",37.5,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","GBR","United Kingdom","2016","2016",37,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","GBR","United Kingdom","2017","2017",37.8,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","GBR","United Kingdom","2018","2018",38,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","GBR","United Kingdom","2019","2019",39.7,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","GBR","United Kingdom","2020","2020",35.4,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","USA","United States","2010","2010",62.2,"B","Break"
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","USA","United States","2011","2011",63.9,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","USA","United States","2012","2012",65.6,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","USA","United States","2013","2013",65.8,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","USA","United States","2014","2014",66.3,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","USA","United States","2015","2015",66.3,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","USA","United States","2016","2016",66.3,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","USA","United States","2017","2017",65.9,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","USA","United States","2018","2018",64.5,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","USA","United States","2019","2019",66.4,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","USA","United States","2020","2020",65.1,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","AUS","Australia","2010","2010",80.4,"B","Break"
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","AUS","Australia","2011","2011",74.2,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","AUS","Australia","2012","2012",75.9,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","AUS","Australia","2013","2013",73.5,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","AUS","Australia","2014","2014",71,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","AUS","Australia","2015","2015",70.8,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","AUS","Australia","2016","2016",76.8,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","AUS","Australia","2017","2017",75.4,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","AUS","Australia","2018","2018",70.6,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","AUS","Australia","2019","2019",65.5,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","AUS","Australia","2020","2020",71.1,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","CAN","Canada","2010","2010",94.8,"B","Break"
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","CAN","Canada","2011","2011",96.1,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","CAN","Canada","2012","2012",97.3,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","CAN","Canada","2013","2013",99.3,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","CAN","Canada","2014","2014",96.1,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","CAN","Canada","2015","2015",93.1,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","CAN","Canada","2016","2016",99.4,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","CAN","Canada","2017","2017",97,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","CAN","Canada","2018","2018",96.9,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","CAN","Canada","2019","2019",94.9,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","CAN","Canada","2020","2020",92.8,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","DNK","Denmark","2010","2010",81.3,"B","Break"
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","DNK","Denmark","2011","2011",77.3,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","DNK","Denmark","2012","2012",59,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","DNK","Denmark","2013","2013",59,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","DNK","Denmark","2014","2014",58.9,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","DNK","Denmark","2015","2015",58,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","DNK","Denmark","2016","2016",56.9,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","DNK","Denmark","2017","2017",59.6,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","DNK","Denmark","2018","2018",61.7,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","DNK","Denmark","2019","2019",59.3,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","DNK","Denmark","2020","2020",60.4,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","FRA","France","2010","2010",74.2,"B","Break"
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","FRA","France","2011","2011",80,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","FRA","France","2012","2012",72.7,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","FRA","France","2013","2013",79.3,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","FRA","France","2014","2014",80.2,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","FRA","France","2015","2015",78.6,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","FRA","France","2016","2016",91.8,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","FRA","France","2017","2017",93.9,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","FRA","France","2018","2018",82.9,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","FRA","France","2019","2019",86.7,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","FRA","France","2020","2020",83.8,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","DEU","Germany","2010","2010",61,"B","Break"
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","DEU","Germany","2011","2011",64.4,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","DEU","Germany","2012","2012",64.8,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","DEU","Germany","2013","2013",65.7,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","DEU","Germany","2014","2014",70.5,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","DEU","Germany","2015","2015",75.8,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","DEU","Germany","2016","2016",76.5,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","DEU","Germany","2017","2017",70.7,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","DEU","Germany","2018","2018",78.1,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","DEU","Germany","2019","2019",77.3,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","DEU","Germany","2020","2020",78.6,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","NLD","Netherlands","2010","2010",90.8,"B","Break"
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","NLD","Netherlands","2011","2011",102.8,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","NLD","Netherlands","2012","2012",92.6,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","NLD","Netherlands","2013","2013",107.3,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","NLD","Netherlands","2014","2014",106.6,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","NLD","Netherlands","2015","2015",112.2,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","NLD","Netherlands","2016","2016",110.2,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","NLD","Netherlands","2017","2017",94,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","NLD","Netherlands","2018","2018",100,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","NLD","Netherlands","2019","2019",100.7,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","NLD","Netherlands","2020","2020",107.6,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","NOR","Norway","2010","2010",80.6,"B","Break"
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","NOR","Norway","2011","2011",80.3,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","NOR","Norway","2012","2012",80.4,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","NOR","Norway","2013","2013",80.8,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","NOR","Norway","2014","2014",81.4,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","NOR","Norway","2015","2015",79.6,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","NOR","Norway","2016","2016",80.2,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","NOR","Norway","2017","2017",80.1,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","NOR","Norway","2018","2018",78.2,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","NOR","Norway","2019","2019",76.7,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","NOR","Norway","2020","2020",74.3,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","SWE","Sweden","2010","2010",72.2,"B","Break"
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","SWE","Sweden","2011","2011",68.7,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","SWE","Sweden","2012","2012",67.3,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","SWE","Sweden","2013","2013",68.9,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","SWE","Sweden","2014","2014",65.8,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","SWE","Sweden","2015","2015",66,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","SWE","Sweden","2016","2016",66.7,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","SWE","Sweden","2017","2017",63.6,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","SWE","Sweden","2018","2018",59.5,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","SWE","Sweden","2019","2019",59.9,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","SWE","Sweden","2020","2020",60.2,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","CHE","Switzerland","2010","2010",81.1,"B","Break"
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","CHE","Switzerland","2011","2011",73.9,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","CHE","Switzerland","2012","2012",82.2,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","CHE","Switzerland","2013","2013",80.8,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","CHE","Switzerland","2014","2014",81.6,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","CHE","Switzerland","2015","2015",80.9,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","CHE","Switzerland","2016","2016",80.6,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","CHE","Switzerland","2017","2017",84.6,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","CHE","Switzerland","2018","2018",83.8,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","CHE","Switzerland","2019","2019",79.5,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","CHE","Switzerland","2020","2020",83.1,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","GBR","United Kingdom","2010","2010",84.2,"B","Break"
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","GBR","United Kingdom","2011","2011",87.8,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","GBR","United Kingdom","2012","2012",87.7,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","GBR","United Kingdom","2013","2013",96.2,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","GBR","United Kingdom","2014","2014",86.2,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","GBR","United Kingdom","2015","2015",85.4,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","GBR","United Kingdom","2016","2016",82.4,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","GBR","United Kingdom","2017","2017",78.7,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","GBR","United Kingdom","2018","2018",77.5,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","GBR","United Kingdom","2019","2019",81.6,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","GBR","United Kingdom","2020","2020",85.4,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","USA","United States","2010","2010",85.5,"B","Break"
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","USA","United States","2011","2011",86.9,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","USA","United States","2012","2012",90.8,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","USA","United States","2013","2013",92.3,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","USA","United States","2014","2014",85.2,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","USA","United States","2015","2015",86,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","USA","United States","2016","2016",88.7,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","USA","United States","2017","2017",92.6,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","USA","United States","2018","2018",105.1,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","USA","United States","2019","2019",107.6,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","USA","United States","2020","2020",95.2,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","AUS","Australia","2010","2010",10.4,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","AUS","Australia","2011","2011",10.2,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","AUS","Australia","2012","2012",10,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","AUS","Australia","2013","2013",9.9,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","AUS","Australia","2014","2014",9.7,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","AUS","Australia","2015","2015",9.8,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","AUS","Australia","2016","2016",9.5,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","AUS","Australia","2017","2017",9.5,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","CAN","Canada","2010","2010",8.4,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","CAN","Canada","2011","2011",8.2,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","CAN","Canada","2012","2012",8.3,,
